smiles,index,type
c1cccc(CCN2CCC(C(=O)OC)(N(c3ccccc3)C(CC)=O)CC2)c1,333,augmented
c1c(CCN2CCC(N(c3ccccc3)C(=O)CC)(C(=O)OC)CC2)cccc1,333,augmented
N1(CCc2ccccc2)CCC(C(OC)=O)(N(C(CC)=O)c2ccccc2)CC1,333,augmented
C(C)N(C(=O)Oc1cccc(C(C)N(C)C)c1)C,334,augmented
CC(c1cccc(OC(N(C)CC)=O)c1)N(C)C,334,augmented
C(C)N(C)C(Oc1cc(C(C)N(C)C)ccc1)=O,334,augmented
C(Oc1cc(C(C)N(C)C)ccc1)(=O)N(CC)C,334,augmented
CN(C(c1cc(OC(=O)N(C)CC)ccc1)C)C,334,augmented
C(C)(c1cccc(OC(N(C)CC)=O)c1)N(C)C,334,augmented
N(C)(C(=O)Oc1cc(C(C)N(C)C)ccc1)CC,334,augmented
c1c(OC(N(C)CC)=O)cc(C(N(C)C)C)cc1,334,augmented
N(C)(C(C)c1cccc(OC(=O)N(C)CC)c1)C,334,augmented
c1ccc2c(c1)N(CCN(C)C)C(=O)CC(c1ccccc1)S2,335,augmented
C(CN(C)C)N1C(=O)CC(c2ccccc2)Sc2ccccc21,335,augmented
C1(c2ccccc2)CC(=O)N(CCN(C)C)c2ccccc2S1,335,augmented
c1cc(C2CC(=O)N(CCN(C)C)c3c(cccc3)S2)ccc1,335,augmented
CN(C)CCN1c2c(cccc2)SC(c2ccccc2)CC1=O,335,augmented
c1cc2c(cc1)N(CCN(C)C)C(=O)CC(c1ccccc1)S2,335,augmented
N1(CCN(C)C)c2ccccc2SC(c2ccccc2)CC1=O,335,augmented
C1(c2ccccc2)Sc2c(cccc2)N(CCN(C)C)C(=O)C1,335,augmented
S1c2ccccc2N(CCN(C)C)C(=O)CC1c1ccccc1,335,augmented
C(C1(O)Cc2c(O)c3c(c(O)c2C(OC2OC(C)C(O)C(N)C2)C1)C(=O)c1c(cccc1)C3=O)(=O)CO,336,augmented
C1(OC2CC(C(=O)CO)(O)Cc3c(O)c4c(c(O)c32)C(=O)c2c(cccc2)C4=O)CC(N)C(O)C(C)O1,336,augmented
OC1C(C)OC(OC2CC(O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)CC1N,336,augmented
c1ccc2c(c1)C(=O)c1c(c(O)c3c(c1O)C(OC1CC(N)C(O)C(C)O1)CC(C(=O)CO)(O)C3)C2=O,336,augmented
c1ccc2c(c1)C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1OC(C)C(O)C(N)C1,336,augmented
NC1CC(OC2c3c(c(O)c4c(c3O)C(=O)c3c(cccc3)C4=O)CC(C(=O)CO)(O)C2)OC(C)C1O,336,augmented
Oc1c2c(c(O)c3c1C(OC1CC(N)C(O)C(C)O1)CC(C(CO)=O)(O)C3)C(=O)c1ccccc1C2=O,336,augmented
c12c(c(O)c3c(c1O)C(=O)c1ccccc1C3=O)C(OC1OC(C)C(O)C(N)C1)CC(C(=O)CO)(O)C2,336,augmented
OCC(C1(O)Cc2c(O)c3c(c(O)c2C(OC2OC(C)C(O)C(N)C2)C1)C(=O)c1c(cccc1)C3=O)=O,336,augmented
c1cc(C(CCCN2CCC(O)(c3cccc(C(F)(F)F)c3)CC2)=O)ccc1F,337,augmented
C(C(=O)c1ccc(F)cc1)CCN1CCC(c2cc(C(F)(F)F)ccc2)(O)CC1,337,augmented
c1ccc(C(F)(F)F)cc1C1(O)CCN(CCCC(c2ccc(F)cc2)=O)CC1,337,augmented
C1C(O)(c2cc(C(F)(F)F)ccc2)CCN(CCCC(c2ccc(F)cc2)=O)C1,337,augmented
c1ccc(C2(O)CCN(CCCC(c3ccc(F)cc3)=O)CC2)cc1C(F)(F)F,337,augmented
c1c(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc(C(F)(F)F)cc1,337,augmented
c1c(C(CCCN2CCC(c3cc(C(F)(F)F)ccc3)(O)CC2)=O)ccc(F)c1,337,augmented
O=C(CCCN1CCC(c2cccc(C(F)(F)F)c2)(O)CC1)c1ccc(F)cc1,337,augmented
c1cc(C2(O)CCN(CCCC(c3ccc(F)cc3)=O)CC2)cc(C(F)(F)F)c1,337,augmented
C1N(C)CC2c3ccccc3Cc3ccccc3N2C1,338,augmented
c1cc2c(cc1)N1C(c3ccccc3C2)CN(C)CC1,338,augmented
N1(C)CC2c3ccccc3Cc3c(cccc3)N2CC1,338,augmented
c12ccccc1N1CCN(C)CC1c1c(cccc1)C2,338,augmented
c12ccccc1Cc1ccccc1N1C2CN(C)CC1,338,augmented
c12c(cccc1)Cc1ccccc1N1CCN(C)CC21,338,augmented
c12c(cccc1)N1C(CN(C)CC1)c1ccccc1C2,338,augmented
C1C2N(c3ccccc3Cc3ccccc32)CCN1C,338,augmented
c12ccccc1N1C(c3ccccc3C2)CN(C)CC1,338,augmented
C(CO)(C1(O)C(C)CC2C1(C)CC(O)C1(F)C2CC(F)(F)C2=CC(=O)C=CC21C)=O,339,augmented
C1(C(CO)=O)(O)C2(C)CC(O)C3(F)C(CC(F)(F)C4=CC(=O)C=CC34C)C2CC1C,339,augmented
OCC(=O)C1(O)C(C)CC2C3CC(F)(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,339,augmented
C12C(C)(C(O)(C(CO)=O)C(C)C1)CC(O)C1(F)C2CC(F)(F)C2=CC(=O)C=CC12C,339,augmented
FC1(F)C2=CC(=O)C=CC2(C)C2(F)C(C1)C1CC(C)C(C(=O)CO)(O)C1(C)CC2O,339,augmented
CC1CC2C(C)(C1(C(=O)CO)O)CC(O)C1(F)C3(C)C(=CC(=O)C=C3)C(F)(F)CC21,339,augmented
C(CO)(C1(O)C2(C)C(CC1C)C1C(F)(C(O)C2)C2(C)C=CC(=O)C=C2C(F)(F)C1)=O,339,augmented
C1C2C(C)(CC(O)C3(F)C2CC(F)(F)C2=CC(=O)C=CC32C)C(C(CO)=O)(O)C1C,339,augmented
C12=CC(=O)C=CC1(C)C1(F)C(O)CC3(C)C(CC(C)C3(O)C(CO)=O)C1CC2(F)F,339,augmented
C1CN(C2(C(=O)N)CCN(CCC(c3ccccc3)(C#N)c3ccccc3)CC2)CCC1,340,augmented
c1ccccc1C(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(C#N)c1ccccc1,340,augmented
C(CCN1CCC(N2CCCCC2)(C(N)=O)CC1)(c1ccccc1)(c1ccccc1)C#N,340,augmented
C1C(C(=O)N)(N2CCCCC2)CCN(CCC(c2ccccc2)(C#N)c2ccccc2)C1,340,augmented
C(=O)(C1(N2CCCCC2)CCN(CCC(c2ccccc2)(c2ccccc2)C#N)CC1)N,340,augmented
c1ccccc1C(c1ccccc1)(CCN1CCC(N2CCCCC2)(C(N)=O)CC1)C#N,340,augmented
NC(C1(N2CCCCC2)CCN(CCC(c2ccccc2)(C#N)c2ccccc2)CC1)=O,340,augmented
C(C(c1ccccc1)(c1ccccc1)C#N)CN1CCC(C(N)=O)(N2CCCCC2)CC1,340,augmented
N1(CCC(c2ccccc2)(c2ccccc2)C#N)CCC(C(=O)N)(N2CCCCC2)CC1,340,augmented
OC1C(CO)OC(n2nc(C(=O)N)nc2)C1O,341,augmented
C1(CO)OC(n2cnc(C(N)=O)n2)C(O)C1O,341,augmented
OC1C(CO)OC(n2nc(C(N)=O)nc2)C1O,341,augmented
C(c1nn(C2C(O)C(O)C(CO)O2)cn1)(N)=O,341,augmented
NC(=O)c1ncn(C2C(O)C(O)C(CO)O2)n1,341,augmented
OC1C(O)C(CO)OC1n1nc(C(N)=O)nc1,341,augmented
OCC1OC(n2cnc(C(N)=O)n2)C(O)C1O,341,augmented
n1cn(C2C(O)C(O)C(CO)O2)nc1C(=O)N,341,augmented
C1(O)C(CO)OC(n2nc(C(N)=O)nc2)C1O,341,augmented
C(OCC(C)(COC(N)=O)CCC)(=O)NCCCC,342,augmented
C(NC(OCC(COC(N)=O)(C)CCC)=O)CCC,342,augmented
C(COC(NCCCC)=O)(CCC)(COC(N)=O)C,342,augmented
O(C(=O)NCCCC)CC(CCC)(C)COC(=O)N,342,augmented
CCCC(C)(COC(NCCCC)=O)COC(=O)N,342,augmented
CC(COC(=O)N)(COC(NCCCC)=O)CCC,342,augmented
C(CC)C(C)(COC(N)=O)COC(=O)NCCCC,342,augmented
C(=O)(N)OCC(C)(COC(NCCCC)=O)CCC,342,augmented
C(NCCCC)(=O)OCC(CCC)(C)COC(=O)N,342,augmented
c1cc(Cl)cc2c1-n1c(cnc1C)CN=C2c1c(F)cccc1,343,augmented
n1c(C)n2c(c1)CN=C(c1c(F)cccc1)c1c-2ccc(Cl)c1,343,augmented
c1(F)c(C2=NCc3cnc(C)n3-c3c2cc(Cl)cc3)cccc1,343,augmented
c1cccc(F)c1C1=NCc2n(c(C)nc2)-c2c1cc(Cl)cc2,343,augmented
c1cc(C2=NCc3n(c(C)nc3)-c3ccc(Cl)cc32)c(F)cc1,343,augmented
c1nc(C)n2c1CN=C(c1ccccc1F)c1c-2ccc(Cl)c1,343,augmented
N1=C(c2ccccc2F)c2c(ccc(Cl)c2)-n2c(C)ncc2C1,343,augmented
n1c(C)n2c(c1)CN=C(c1ccccc1F)c1cc(Cl)ccc1-2,343,augmented
c1cc(C2=NCc3cnc(C)n3-c3ccc(Cl)cc32)c(F)cc1,343,augmented
C1C(C)OC(OC2C(OC)(C)CC(C)C(=O)C(C)C(O)C(O)(C)C(CC)OC(=O)C(C)C(OC3OC(C)C(O)C(OC)(C)C3)C2C)C(O)C1N(C)C,344,augmented
CC1C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC(C)(OC)C(OC2C(O)C(N(C)C)CC(C)O2)C(C)C1OC1CC(OC)(C)C(O)C(C)O1,344,augmented
O1C(OC2C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC(C)(OC)C(OC3OC(C)CC(N(C)C)C3O)C2C)CC(C)(OC)C(O)C1C,344,augmented
CCC1C(C)(O)C(O)C(C)C(=O)C(C)CC(OC)(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(=O)O1,344,augmented
C1(OC2C(OC)(C)CC(C)C(=O)C(C)C(O)C(O)(C)C(CC)OC(=O)C(C)C(OC3OC(C)C(O)C(C)(OC)C3)C2C)OC(C)CC(N(C)C)C1O,344,augmented
C1(C)OC(OC2C(C)(OC)CC(C)C(=O)C(C)C(O)C(C)(O)C(CC)OC(=O)C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C2C)C(O)C(N(C)C)C1,344,augmented
OC1C(OC2C(OC)(C)CC(C)C(=O)C(C)C(O)C(O)(C)C(CC)OC(=O)C(C)C(OC3CC(OC)(C)C(O)C(C)O3)C2C)OC(C)CC1N(C)C,344,augmented
C(C)C1OC(=O)C(C)C(OC2CC(OC)(C)C(O)C(C)O2)C(C)C(OC2C(O)C(N(C)C)CC(C)O2)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(O)C,344,augmented
CC1C(O)C(C)(OC)CC(OC2C(C)C(OC3OC(C)CC(N(C)C)C3O)C(C)(OC)CC(C)C(=O)C(C)C(O)C(C)(O)C(CC)OC(=O)C2C)O1,344,augmented
c12ccccc1N(CCCN(C)C)c1cc(Cl)ccc1CC2,345,augmented
N1(CCCN(C)C)c2ccccc2CCc2ccc(Cl)cc21,345,augmented
C1Cc2ccccc2N(CCCN(C)C)c2cc(Cl)ccc21,345,augmented
c1ccc2c(c1)CCc1ccc(Cl)cc1N2CCCN(C)C,345,augmented
C(CCN(C)C)N1c2c(cccc2)CCc2c1cc(Cl)cc2,345,augmented
c1cc2c(cc1Cl)N(CCCN(C)C)c1ccccc1CC2,345,augmented
c1cc2c(cc1)CCc1c(cc(Cl)cc1)N2CCCN(C)C,345,augmented
C(CN1c2ccccc2CCc2ccc(Cl)cc21)CN(C)C,345,augmented
c1ccc2c(c1)N(CCCN(C)C)c1c(ccc(Cl)c1)CC2,345,augmented
C1CCCN(Cc2cccc(OCCCO)c2)C1,346,augmented
c1cc(CN2CCCCC2)cc(OCCCO)c1,346,augmented
C(CCO)Oc1cccc(CN2CCCCC2)c1,346,augmented
C(COc1cccc(CN2CCCCC2)c1)CO,346,augmented
C1CCCCN1Cc1cccc(OCCCO)c1,346,augmented
c1c(CN2CCCCC2)cccc1OCCCO,346,augmented
C1CCCCN1Cc1cc(OCCCO)ccc1,346,augmented
C1CCN(Cc2cccc(OCCCO)c2)CC1,346,augmented
c1ccc(CN2CCCCC2)cc1OCCCO,346,augmented
C1(=O)C=CC2(C)C3C(O)CC4(C)C5(C(=O)COC(C(C)C)=O)C(CC4C3CCC2=C1)OC(C1CCCCC1)O5,347,augmented
O=C(C12C(CC3C1(C)CC(O)C1C3CCC3=CC(=O)C=CC13C)OC(C1CCCCC1)O2)COC(C(C)C)=O,347,augmented
OC1CC2(C)C3(C(=O)COC(=O)C(C)C)C(OC(C4CCCCC4)O3)CC2C2CCC3=CC(=O)C=CC3(C)C12,347,augmented
C(=O)(COC(C(C)C)=O)C12C3(C)CC(O)C4C(CCC5=CC(=O)C=CC45C)C3CC1OC(C1CCCCC1)O2,347,augmented
C1CC(C2OC3(C(COC(C(C)C)=O)=O)C(CC4C3(C)CC(O)C3C5(C)C(=CC(=O)C=C5)CCC34)O2)CCC1,347,augmented
O1C(C2CCCCC2)OC2(C(=O)COC(=O)C(C)C)C1CC1C3C(C(O)CC12C)C1(C)C=CC(=O)C=C1CC3,347,augmented
C1=CC(=O)C=C2C1(C)C1C(O)CC3(C)C4(C(=O)COC(=O)C(C)C)OC(C5CCCCC5)OC4CC3C1CC2,347,augmented
C1CCC(C2OC3(C(COC(=O)C(C)C)=O)C4(C)CC(O)C5C(CCC6=CC(=O)C=CC56C)C4CC3O2)CC1,347,augmented
C1(O)C2C3(C)C(=CC(=O)C=C3)CCC2C2C(C)(C3(C(COC(=O)C(C)C)=O)OC(C4CCCCC4)OC3C2)C1,347,augmented
C1CCN(CC(c2noc(-c3ccccc3)c2)O)CC1,348,augmented
n1c(C(CN2CCCCC2)O)cc(-c2ccccc2)o1,348,augmented
c1ccc(-c2onc(C(O)CN3CCCCC3)c2)cc1,348,augmented
n1oc(-c2ccccc2)cc1C(O)CN1CCCCC1,348,augmented
c1(C(O)CN2CCCCC2)cc(-c2ccccc2)on1,348,augmented
c1c(C(O)CN2CCCCC2)noc1-c1ccccc1,348,augmented
C1CCN(CC(O)c2cc(-c3ccccc3)on2)CC1,348,augmented
C1N(CC(O)c2noc(-c3ccccc3)c2)CCCC1,348,augmented
OC(CN1CCCCC1)c1noc(-c2ccccc2)c1,348,augmented
c1c2c(ccc1)OCC(=O)N2CC(N)=O,349,augmented
O=C1COc2c(cccc2)N1CC(N)=O,349,augmented
C1C(=O)N(CC(N)=O)c2c(cccc2)O1,349,augmented
c12ccccc1OCC(=O)N2CC(=O)N,349,augmented
O=C(N)CN1C(=O)COc2ccccc21,349,augmented
C(N1c2c(cccc2)OCC1=O)C(N)=O,349,augmented
C1(=O)COc2c(cccc2)N1CC(N)=O,349,augmented
c1ccc2c(c1)OCC(=O)N2CC(=O)N,349,augmented
O1CC(=O)N(CC(=O)N)c2ccccc21,349,augmented
c1(N2CCNCC2)c(F)cc2c(n(C3CC3)cc(C(O)=O)c2=O)c1,350,augmented
c12cc(N3CCNCC3)c(F)cc1c(=O)c(C(O)=O)cn2C1CC1,350,augmented
c1(F)cc2c(cc1N1CCNCC1)n(C1CC1)cc(C(=O)O)c2=O,350,augmented
O=C(c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O)O,350,augmented
C(=O)(O)c1c(=O)c2cc(F)c(N3CCNCC3)cc2n(C2CC2)c1,350,augmented
c1(C(O)=O)c(=O)c2cc(F)c(N3CCNCC3)cc2n(C2CC2)c1,350,augmented
C1C(n2cc(C(O)=O)c(=O)c3c2cc(N2CCNCC2)c(F)c3)C1,350,augmented
c12c(=O)c(C(O)=O)cn(C3CC3)c1cc(N1CCNCC1)c(F)c2,350,augmented
C1(n2c3c(c(=O)c(C(O)=O)c2)cc(F)c(N2CCNCC2)c3)CC1,350,augmented
c1cccc2cc(COC3CCNCC3)ccc12,351,augmented
c1cc2c(cc1)cc(COC1CCNCC1)cc2,351,augmented
N1CCC(OCc2ccc3ccccc3c2)CC1,351,augmented
c1c2ccc(COC3CCNCC3)cc2ccc1,351,augmented
C1CC(OCc2ccc3c(cccc3)c2)CCN1,351,augmented
c1cc(COC2CCNCC2)cc2c1cccc2,351,augmented
c1c2c(cc(COC3CCNCC3)cc2)ccc1,351,augmented
O(C1CCNCC1)Cc1cc2c(cc1)cccc2,351,augmented
O(Cc1ccc2c(cccc2)c1)C1CCNCC1,351,augmented
c1cc(C2=NCCCN2)ccc1CC(=O)NC1C2N(C(C(=O)O)=C(C)CS2)C1=O,352,augmented
C12C(NC(=O)Cc3ccc(C4=NCCCN4)cc3)C(=O)N1C(C(O)=O)=C(C)CS2,352,augmented
N1=C(c2ccc(CC(NC3C(=O)N4C(C(=O)O)=C(C)CSC43)=O)cc2)NCCC1,352,augmented
C(O)(C1=C(C)CSC2N1C(=O)C2NC(=O)Cc1ccc(C2=NCCCN2)cc1)=O,352,augmented
N1=C(c2ccc(CC(=O)NC3C(=O)N4C(C(O)=O)=C(C)CSC34)cc2)NCCC1,352,augmented
C1N=C(c2ccc(CC(=O)NC3C4SCC(C)=C(C(O)=O)N4C3=O)cc2)NCC1,352,augmented
C1(C)=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccc(C4=NCCCN4)cc3)C2SC1,352,augmented
O=C(O)C1=C(C)CSC2N1C(=O)C2NC(=O)Cc1ccc(C2=NCCCN2)cc1,352,augmented
C1CCN=C(c2ccc(CC(=O)NC3C4N(C(C(O)=O)=C(C)CS4)C3=O)cc2)N1,352,augmented
C1C2(C)C(C3C(C1N(C)C)C1(C)C(CC3)CC(O)C(OCC)C1)CCC2C(=O)C,353,augmented
C12CCC3CC(O)C(OCC)CC3(C)C1C(N(C)C)CC1(C)C(C(C)=O)CCC21,353,augmented
C12(C)CC(OCC)C(O)CC1CCC1C2C(N(C)C)CC2(C)C(C(=O)C)CCC12,353,augmented
CN(C1CC2(C)C(C(C)=O)CCC2C2C1C1(C)C(CC(O)C(OCC)C1)CC2)C,353,augmented
C1C(OCC)C(O)CC2CCC3C(C(N(C)C)CC4(C)C(C(C)=O)CCC43)C12C,353,augmented
CN(C)C1C2C(CCC3C2(C)CC(OCC)C(O)C3)C2CCC(C(=O)C)C2(C)C1,353,augmented
C1CC2C(C(N(C)C)CC3(C)C(C(=O)C)CCC23)C2(C)CC(OCC)C(O)CC12,353,augmented
O=C(C1CCC2C3C(C4(C)C(CC3)CC(O)C(OCC)C4)C(N(C)C)CC12C)C,353,augmented
C1C2(C)C(C(C)=O)CCC2C2CCC3CC(O)C(OCC)CC3(C)C2C1N(C)C,353,augmented
C(c1ccccc1)C,354,augmented
c1cc(CC)ccc1,354,augmented
c1c(CC)cccc1,354,augmented
c1ccc(CC)cc1,354,augmented
c1ccccc1CC,354,augmented
C(C)c1ccccc1,354,augmented
c1cccc(CC)c1,354,augmented
c1(CC)ccccc1,354,augmented
N1C(=O)C(C)N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc21,355,augmented
c1([N+]([O-])=O)ccc2c(c1)C(c1ccccc1Cl)=NC(C)C(=O)N2,355,augmented
N1=C(c2ccccc2Cl)c2cc([N+]([O-])=O)ccc2NC(=O)C1C,355,augmented
c1cc([N+](=O)[O-])cc2c1NC(=O)C(C)N=C2c1ccccc1Cl,355,augmented
c12c(ccc([N+](=O)[O-])c1)NC(=O)C(C)N=C2c1ccccc1Cl,355,augmented
C1(=O)C(C)N=C(c2c(Cl)cccc2)c2cc([N+](=O)[O-])ccc2N1,355,augmented
c1cc(Cl)c(C2=NC(C)C(=O)Nc3c2cc([N+]([O-])=O)cc3)cc1,355,augmented
c1c(Cl)c(C2=NC(C)C(=O)Nc3c2cc([N+](=O)[O-])cc3)ccc1,355,augmented
c1cc2c(cc1[N+]([O-])=O)C(c1ccccc1Cl)=NC(C)C(=O)N2,355,augmented
CC1(OC)CC(OC2C(C)C(OC3C(O)C(N(C)C)CC(C)O3)C(O)(C)CC(C)CN(C)C(C)C(O)C(C)(O)C(CC)OC(=O)C2C)OC(C)C1O,356,augmented
CC1CC(N(C)C)C(O)C(OC2C(C)C(OC3OC(C)C(O)C(OC)(C)C3)C(C)C(=O)OC(CC)C(O)(C)C(O)C(C)N(C)CC(C)CC2(O)C)O1,356,augmented
O1C(C)C(O)C(C)(OC)CC1OC1C(C)C(=O)OC(CC)C(O)(C)C(O)C(C)N(C)CC(C)CC(C)(O)C(OC2OC(C)CC(N(C)C)C2O)C1C,356,augmented
CC1C(=O)OC(CC)C(O)(C)C(O)C(C)N(C)CC(C)CC(C)(O)C(OC2C(O)C(N(C)C)CC(C)O2)C(C)C1OC1OC(C)C(O)C(OC)(C)C1,356,augmented
C1(CC)OC(=O)C(C)C(OC2OC(C)C(O)C(C)(OC)C2)C(C)C(OC2C(O)C(N(C)C)CC(C)O2)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,356,augmented
C1(C)C(O)C(C)(O)C(CC)OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(O)(C)CC(C)CN1C,356,augmented
C1(C)C(OC2OC(C)CC(N(C)C)C2O)C(O)(C)CC(C)CN(C)C(C)C(O)C(O)(C)C(CC)OC(=O)C(C)C1OC1CC(OC)(C)C(O)C(C)O1,356,augmented
C1(=O)OC(CC)C(O)(C)C(O)C(C)N(C)CC(C)CC(C)(O)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C1C,356,augmented
C1N(C)C(C)C(O)C(C)(O)C(CC)OC(=O)C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C(C)C(OC2C(O)C(N(C)C)CC(C)O2)C(O)(C)CC1C,356,augmented
CC(C)N(CCNC(CN1CCCC1=O)=O)C(C)C,357,augmented
C1(=O)CCCN1CC(=O)NCCN(C(C)C)C(C)C,357,augmented
CC(N(CCNC(=O)CN1C(=O)CCC1)C(C)C)C,357,augmented
N(CCNC(=O)CN1CCCC1=O)(C(C)C)C(C)C,357,augmented
C(C)(C)N(CCNC(CN1CCCC1=O)=O)C(C)C,357,augmented
C(=O)(NCCN(C(C)C)C(C)C)CN1C(=O)CCC1,357,augmented
C(N(C(C)C)C(C)C)CNC(CN1C(=O)CCC1)=O,357,augmented
C(C)(C)N(CCNC(=O)CN1C(=O)CCC1)C(C)C,357,augmented
C1CCN(CC(=O)NCCN(C(C)C)C(C)C)C1=O,357,augmented
C(CCCn1ccc(=O)c(O)c1CC)O,358,augmented
Oc1c(CC)n(CCCCO)ccc1=O,358,augmented
O=c1ccn(CCCCO)c(CC)c1O,358,augmented
c1n(CCCCO)c(CC)c(O)c(=O)c1,358,augmented
c1(O)c(=O)ccn(CCCCO)c1CC,358,augmented
C(c1n(CCCCO)ccc(=O)c1O)C,358,augmented
c1(O)c(CC)n(CCCCO)ccc1=O,358,augmented
c1cc(=O)c(O)c(CC)n1CCCCO,358,augmented
OCCCCn1c(CC)c(O)c(=O)cc1,358,augmented
c12cc(F)c(N3CCN(C)CC3)cc1n(-c1ccc(F)cc1)cc(C(O)=O)c2=O,359,augmented
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCN(C)CC3)c(F)cc2c1=O,359,augmented
O=C(O)c1c(=O)c2c(cc(N3CCN(C)CC3)c(F)c2)n(-c2ccc(F)cc2)c1,359,augmented
C1CN(C)CCN1c1cc2n(-c3ccc(F)cc3)cc(C(O)=O)c(=O)c2cc1F,359,augmented
N1(C)CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccc(F)cc4)c3c2)CC1,359,augmented
c1(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc2n(-c2ccc(F)cc2)c1,359,augmented
Fc1cc2c(cc1N1CCN(C)CC1)n(-c1ccc(F)cc1)cc(C(O)=O)c2=O,359,augmented
c1(F)ccc(-n2c3cc(N4CCN(C)CC4)c(F)cc3c(=O)c(C(=O)O)c2)cc1,359,augmented
c1c(F)ccc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(C)CC4)cc23)c1,359,augmented
N(C)(CCCn1nc(-c2ccccc2)c(-c2ccccc2)c1)C,360,augmented
c1cccc(-c2cn(CCCN(C)C)nc2-c2ccccc2)c1,360,augmented
C(n1nc(-c2ccccc2)c(-c2ccccc2)c1)CCN(C)C,360,augmented
c1(-c2c(-c3ccccc3)nn(CCCN(C)C)c2)ccccc1,360,augmented
c1cccc(-c2nn(CCCN(C)C)cc2-c2ccccc2)c1,360,augmented
CN(CCCn1cc(-c2ccccc2)c(-c2ccccc2)n1)C,360,augmented
c1(-c2ccccc2)nn(CCCN(C)C)cc1-c1ccccc1,360,augmented
n1c(-c2ccccc2)c(-c2ccccc2)cn1CCCN(C)C,360,augmented
C(N(C)C)CCn1cc(-c2ccccc2)c(-c2ccccc2)n1,360,augmented
O=C(COC(CC)=O)C1(OC(=O)CCC)CCC2C3C(C4(C)C(=CC(=O)CC4)CC3)C(O)CC21C,361,augmented
O=C(CC)OCC(=O)C1(OC(=O)CCC)C2(C)CC(O)C3C4(C)CCC(=O)C=C4CCC3C2CC1,361,augmented
C(=O)(CC)OCC(C1(OC(=O)CCC)C2(C)CC(O)C3C4(C)C(=CC(=O)CC4)CCC3C2CC1)=O,361,augmented
O=C(CC)OCC(=O)C1(OC(=O)CCC)C2(C)CC(O)C3C(CCC4=CC(=O)CCC43C)C2CC1,361,augmented
OC1C2C3(C)C(=CC(=O)CC3)CCC2C2CCC(C(COC(CC)=O)=O)(OC(CCC)=O)C2(C)C1,361,augmented
OC1C2C(C3CCC(C(COC(=O)CC)=O)(OC(=O)CCC)C3(C)C1)CCC1=CC(=O)CCC12C,361,augmented
C(C)C(OCC(C1(OC(CCC)=O)CCC2C3C(C(O)CC21C)C1(C)C(=CC(=O)CC1)CC3)=O)=O,361,augmented
C12C(C3C(C)(C(OC(=O)CCC)(C(=O)COC(CC)=O)CC3)CC1O)CCC1=CC(=O)CCC21C,361,augmented
C1(OC(CCC)=O)(C(COC(=O)CC)=O)C2(C)C(C3CCC4=CC(=O)CCC4(C)C3C(O)C2)CC1,361,augmented
CC(=O)CC,362,augmented
CC(CC)=O,362,augmented
CCC(=O)C,362,augmented
C(C(C)=O)C,362,augmented
O=C(CC)C,362,augmented
C(C)(CC)=O,362,augmented
C(CC)(C)=O,362,augmented
O=C(C)CC,362,augmented
C(=O)(CC)C,362,augmented
CC1(C)Oc2c(c(O)cc(CCCCC)c2)C2C1CCC(C)=C2,363,augmented
C(c1cc2c(c(O)c1)C1C(CCC(C)=C1)C(C)(C)O2)CCCC,363,augmented
CC1(C)C2CCC(C)=CC2c2c(O)cc(CCCCC)cc2O1,363,augmented
c1(CCCCC)cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,363,augmented
C1=C(C)CCC2C(C)(C)Oc3cc(CCCCC)cc(O)c3C12,363,augmented
CCCCCc1cc2c(c(O)c1)C1C(C(C)(C)O2)CCC(C)=C1,363,augmented
C(C)CCCc1cc2c(c(O)c1)C1C(C(C)(C)O2)CCC(C)=C1,363,augmented
c12c(cc(CCCCC)cc1O)OC(C)(C)C1C2C=C(C)CC1,363,augmented
C(CC)CCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,363,augmented
OC(C(CCC(N)=O)NC(C)=O)=O,364,augmented
